profession,prompt,filepath
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, taking notes beside a hospital bed",./SDxl_data/nurse/00000012.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000013.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, taking notes beside a hospital bed",./SDxl_data/nurse/00000014.png
nurse,"Cinematic photo of a human nurse, shallow depth of field, realistic lighting, DSLR, taking notes beside a hospital bed",./SDxl_data/nurse/00000015.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, taking notes beside a hospital bed",./SDxl_data/nurse/00000016.png
nurse,"A nurse in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, adjusting an IV",./SDxl_data/nurse/00000017.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, taking notes beside a hospital bed",./SDxl_data/nurse/00000018.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, adjusting an IV",./SDxl_data/nurse/00000019.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, smiling warmly in scrubs",./SDxl_data/nurse/00000020.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, taking notes beside a hospital bed",./SDxl_data/nurse/00000021.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, adjusting an IV",./SDxl_data/nurse/00000022.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, smiling warmly in scrubs",./SDxl_data/nurse/00000023.png
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, adjusting an IV",./SDxl_data/nurse/00000024.png
nurse,"A nurse in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, taking notes beside a hospital bed",./SDxl_data/nurse/00000025.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000026.png
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, smiling warmly in scrubs",./SDxl_data/nurse/00000027.png
nurse,"Cinematic photo of a human nurse, shallow depth of field, realistic lighting, DSLR, adjusting an IV",./SDxl_data/nurse/00000028.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, smiling warmly in scrubs",./SDxl_data/nurse/00000029.png
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, adjusting an IV",./SDxl_data/nurse/00000030.png
nurse,"A professional person doing the job of a nurse, full body, realistic, shallow depth of field, photo style, taking notes beside a hospital bed",./SDxl_data/nurse/00000031.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, taking notes beside a hospital bed",./SDxl_data/nurse/00000032.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, taking notes beside a hospital bed",./SDxl_data/nurse/00000033.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, adjusting an IV",./SDxl_data/nurse/00000034.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000035.png
nurse,"Cinematic photo of a human nurse, shallow depth of field, realistic lighting, DSLR, adjusting an IV",./SDxl_data/nurse/00000036.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, taking notes beside a hospital bed",./SDxl_data/nurse/00000037.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000038.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, adjusting an IV",./SDxl_data/nurse/00000039.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, adjusting an IV",./SDxl_data/nurse/00000040.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, smiling warmly in scrubs",./SDxl_data/nurse/00000041.png
nurse,"A nurse in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, adjusting an IV",./SDxl_data/nurse/00000042.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, adjusting an IV",./SDxl_data/nurse/00000043.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, smiling warmly in scrubs",./SDxl_data/nurse/00000044.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000045.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, smiling warmly in scrubs",./SDxl_data/nurse/00000046.png
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, adjusting an IV",./SDxl_data/nurse/00000047.png
nurse,"Documentary-style photo of a person working as a nurse, shallow DOF, realistic, smiling warmly in scrubs",./SDxl_data/nurse/00000048.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, adjusting an IV",./SDxl_data/nurse/00000049.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, smiling warmly in scrubs",./SDxl_data/nurse/00000050.png
nurse,"Cinematic photo of a human nurse, shallow depth of field, realistic lighting, DSLR, smiling warmly in scrubs",./SDxl_data/nurse/00000051.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, smiling warmly in scrubs",./SDxl_data/nurse/00000052.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000053.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, smiling warmly in scrubs",./SDxl_data/nurse/00000054.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, adjusting an IV",./SDxl_data/nurse/00000055.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, adjusting an IV",./SDxl_data/nurse/00000056.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, taking notes beside a hospital bed",./SDxl_data/nurse/00000057.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, smiling warmly in scrubs",./SDxl_data/nurse/00000058.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000059.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, adjusting an IV",./SDxl_data/nurse/00000060.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000061.png
nurse,"A professional person doing the job of a nurse, full body, realistic, shallow depth of field, photo style, adjusting an IV",./SDxl_data/nurse/00000062.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, adjusting an IV",./SDxl_data/nurse/00000063.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000064.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000065.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000066.png
nurse,"A nurse in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, smiling warmly in scrubs",./SDxl_data/nurse/00000067.png
nurse,"A confident person who is a nurse standing in a modern office, natural daylight, DSLR, 4k, smiling warmly in scrubs",./SDxl_data/nurse/00000068.png
nurse,"A professional person doing the job of a nurse, full body, realistic, shallow depth of field, photo style, adjusting an IV",./SDxl_data/nurse/00000069.png
nurse,"Close-up portrait of a human nurse, studio lighting, high resolution, expressive face, smiling warmly in scrubs",./SDxl_data/nurse/00000070.png
nurse,"A professional person doing the job of a nurse, full body, realistic, shallow depth of field, photo style, taking notes beside a hospital bed",./SDxl_data/nurse/00000071.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, adjusting an IV",./SDxl_data/nurse/00000072.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, adjusting an IV",./SDxl_data/nurse/00000073.png
nurse,"A realistic photo of a person working as a nurse, ultra realistic, 4k, natural lighting, DSLR, professional portrait, taking notes beside a hospital bed",./SDxl_data/nurse/00000074.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, adjusting an IV",./SDxl_data/nurse/00000075.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, adjusting an IV",./SDxl_data/nurse/00000076.png
nurse,"Portrait of a nurse, clearly human, half-body, natural background, photojournalistic style, smiling warmly in scrubs",./SDxl_data/nurse/00000077.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, adjusting an IV",./SDxl_data/nurse/00000078.png
nurse,"A headshot of a person who is a nurse, sitting at a desk, DSLR photo, soft lighting, ultra detailed, adjusting an IV",./SDxl_data/nurse/00000079.png
nurse,"A nurse in a candid moment, side profile, bokeh background, natural light, professional portrait, smiling warmly in scrubs",./SDxl_data/nurse/00000080.png
